sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 Park Falls (WI),-90.27,45.93,lef445n0.dat,378.15,378.74,380.61,378.86,374.39,368.47,363.97,359.3,361.64,373.98,377.98,375.89,379.92,382.81,382.2,380.71,375.31,367.87,365.38,363.27,364.36,374.91,378.28,376.82,379.21,380.2,381.66,384.59,379.83,370.23,363.94,364.6,370.75,376.87,380.82,383.9,382.48,384.23,387.59,385.26,384.72,386.41,377.76,368.59,374.94,383.02,384.57,384.6,385.15,387.13,387.78,385.77,382.15,373.85,368.83,370.79,376.83,383.23,386.68,386.81,387.0,386.47,385.22,385.01,383.55,379.05,369.63,365.58,375.48,382.12,384.79,388.28,388.27,388.66,390.02,389.66,386.72,377.04,369.39,371.79,377.31,383.03,388.36,389.69,389.41,390.09,391.56,390.88,386.04,377.23,368.54,371.31,381.28,388.01,389.01,390.63,393.51,393.32,393.8,394.57,390.95,382.68,374.04,369.89,376.46,389.06,394.29,393.71,393.69,396.04,396.07,395.43,392.05,382.77,373.26,365.05,372.84,388.89,392.65,393.52,393.77,393.91,396.03,396.77,393.68,386.16,381.01,382.15,386.41,393.08,398.14,398.67,397.28,396.7,398.0,399.27,396.89,387.17,381.54,383.44,385.72,391.44,398.08,398.74,399.09,401.34,402.31,400.69,395.92,390.35,381.62,379.53,390.01,402.61,404.04,401.77,403.38,403.38,402.94,404.29,404.12,396.19,384.51,385.17,393.99,399.7,402.44,404.59,405.05,406.22,407.23,408.33,404.41,393.98,386.36,385.27,390.27,398.97,404.45,407.6,408.91,407.93,408.74,409.02,404.01,393.51,386.32,389.66,396.51,404.99,413.17,416.07,413.29,411.54,412.85,412.0,405.75,397.78,394.82,395.56,402.9,409.87,411.35,412.19,411.89,412.94,414.23,412.99,409.9,403.03,394.95,390.88,397.81,408.47,411.07,412.92
 Lac La Biche (Alberta),-112.47,54.95,llb454n1.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388.86,386.53,374.69,374.72,370.41,378.9,386.91,392.16,399.58,400.47,397.84,394.59,394.24,390.95,379.81,373.4,371.33,378.89,391.72,397.2,400.15,396.77,396.39,395.28,394.19,391.49,382.22,373.46,372.81,381.41,390.09,394.98,398.28,400.46,399.39,398.2,395.58,392.33,385.22,377.67,378.15,388.14,395.3,398.51,402.39,399.02,399.16,401.68,398.49,394.5,386.39,379.07,380.45,385.82,395.85,399.76,397.94,400.46,402.09,401.99,400.84,398.55,387.77,381.64,382.74,392.28,397.76,405.28,408.38,406.97,404.97,404.38,403.82,399.44,393.36,NaN,392.18,394.25,399.9,407.71,407.61,407.37,406.97,406.23,406.02,NaN,NaN,383.86,386.45,394.02,401.44,407.86,411.61,409.5,408.76,408.23,406.59,404.11,395.39,389.78,389.72,395.72,404.53,411.98,417.98,414.67,412.04,412.74,409.76,404.97,398.27,392.17,393.54,400.47,412.2,417.3,414.98,415.74,415.56,415.18,NaN,408.46,399.27,392.34,393.5,401.29,406.27,418.08,415.15
 Lulin,120.87,23.47,lln223n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,376.87,374.65,375.98,379.4,378.92,378.95,383.02,387.8,387.16,383.84,384.76,380.26,376.9,378.15,374.92,376.09,381.67,384.16,386.17,387.1,386.35,385.18,383.29,379.03,375.95,378.21,379.51,379.76,385.55,386.73,385.2,387.9,389.27,388.59,386.37,384.61,384.96,380.57,376.63,381.43,386.71,387.71,388.4,390.55,391.49,391.51,388.41,382.82,381.71,NaN,NaN,386.1,388.95,390.48,391.89,393.52,394.72,393.12,388.71,388.13,385.22,381.63,384.67,384.84,384.07,388.43,391.73,393.39,393.78,392.65,391.32,389.27,388.11,389.69,391.71,394.07,397.26,397.6,397.18,399.77,401.51,399.53,397.55,397.07,396.03,395.17,394.74,396.42,399.59,400.79,401.28,402.4,403.76,403.47,401.4,398.79,396.58,395.05,395.66,398.5,400.7,402.33,403.99,403.57,404.39,405.94,403.35,399.79,398.48,400.2,403.54,404.65,404.48,405.72,406.98,407.77,409.09,409.61,407.34,403.6,402.77,403.32,403.05,405.34,407.46,407.29,408.12,410.19,411.29,411.13,408.57,405.61,404.35,404.43,405.81,407.88,408.75
 Lampedusa,12.63,35.52,lmp635n0.dat,373.4,375.8,374.2,374.47,370.74,372.84,370.35,368.43,369.31,368.21,372.53,373.29,374.12,375.28,374.54,375.8,373.84,372.07,370.39,368.86,369.19,372.35,376.25,378.56,378.67,377.59,378.06,379.2,377.27,374.39,373.48,374.63,374.89,374.53,375.75,383.34,378.36,381.37,380.56,382.23,379.21,377.89,378.98,377.77,375.16,377.04,379.81,380.56,381.85,382.35,384.8,383.32,381.8,381.51,378.48,377.35,376.0,373.43,378.68,381.34,384.75,384.52,385.75,385.63,384.36,382.05,378.84,374.91,378.89,384.63,386.22,387.24,389.61,387.33,387.48,388.19,388.71,383.68,376.72,377.7,377.58,381.63,383.99,385.81,386.36,386.97,387.89,387.32,386.41,383.74,380.49,380.52,381.59,383.4,386.46,388.83,389.7,389.05,389.09,389.64,388.99,387.4,383.46,381.0,382.38,384.15,386.38,388.38,390.02,392.34,392.58,390.11,389.22,388.04,384.41,382.67,383.22,386.1,388.88,390.34,391.65,392.96,394.16,394.43,391.23,387.38,385.7,385.08,386.66,389.79,392.33,394.5,395.26,395.48,397.77,396.81,394.06,393.79,389.86,386.07,387.43,390.87,393.29,394.4,396.31,398.42,398.39,398.07,396.25,392.05,389.15,389.35,391.69,394.22,396.96,398.62,399.99,401.79,401.54,400.24,399.28,396.38,392.31,391.18,393.15,395.35,397.79,399.86,401.3,401.69,402.26,402.7,400.75,397.54,392.79,390.65,393.88,397.95,401.56,403.24,402.64,403.76,404.68,403.96,402.09,398.84,397.96,397.87,396.84,399.45,403.54,405.44,405.64,406.34,407.69,407.28,406.58,404.3,399.16,397.95,401.19,403.3,405.2,408.32,410.05,410.32,410.71,410.99,408.54,403.94,401.01,401.04,403.64,406.28,409.04,410.72
 Mawson,62.87,-67.6,maa767s0.dat,366.454,366.165,366.028,366.141,366.421,366.64,366.9980000000001,367.442,367.67,367.74300000000005,367.73800000000006,367.776,367.692,367.578,367.627,367.741,367.859,368.133,368.756,369.259,369.467,369.67800000000005,369.776,369.582,369.42,369.49,369.491,369.535,NaN,NaN,NaN,NaN,NaN,NaN,372.093,371.952,371.977,372.045,372.054,372.24300000000005,372.654,373.111,373.489,373.8130000000001,374.04,374.141,374.225,374.135,373.577,373.541,374.12,374.45,374.671,374.909,375.277,375.812,376.0,376.026,375.88,375.611,375.706,375.739,375.648,375.854,376.36800000000005,376.969,377.51,377.924,378.092,378.138,378.117,378.077,378.039,378.054,378.102,378.247,378.652,378.978,379.182,379.516,379.843,379.798,379.586,379.543,379.387,379.258,379.643,380.151,380.222,380.385,381.027,381.544,381.48800000000006,NaN,NaN,NaN,NaN,NaN,381.425,381.802,382.088,382.342,382.835,383.468,383.839,383.944,383.85,383.832,383.798,383.499,383.43300000000005,383.565,383.511,383.86300000000006,384.544,384.885,385.152,385.337,385.143,385.098,384.826,384.325,384.585,384.979,385.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388.469,388.927,389.132,389.124,389.05300000000005,388.858,388.569,388.604,388.914,389.265,389.78,390.327,390.915,391.386,391.4,391.399,391.434,391.328,391.371,391.472,391.676,392.1880000000001,392.602,393.029,393.655,394.042,394.045,393.855,393.83,393.80800000000005,393.61,393.652,393.888,394.0,394.31,395.019,395.547,395.669,395.779,395.765,395.67,395.718,395.726,395.837,396.15,396.552,396.983,397.456,398.051,398.535,398.708,398.637,398.641,398.662,398.302,398.283,399.01,399.785,400.357,400.892,401.422,401.693,401.604,401.364,401.31,401.30300000000005,401.017,400.811,401.213,401.664,401.92800000000005,402.5,403.175,403.533,403.666,403.66,403.697
 Mex High Altitude Global Climate Observation Center,-97.32,18.98,mex418n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,386.71,387.65,387.6,388.75,391.08,389.17,385.28,383.23,382.16,382.03,384.59,387.16,388.76,389.75,390.45,391.63,392.06,391.36,389.59,387.4,386.24,386.59,388.41,389.51,390.29,391.53,392.29,393.96,395.57,393.78,390.77,387.91,385.88,387.15,389.19,391.17,392.41,393.06,394.1,395.32,396.28,394.92,391.07,388.59,388.98,390.29,391.67,393.72,395.18,395.58,396.5,398.83,400.03,397.36,394.77,393.86,392.48,391.36,393.6,396.44,397.13,397.6,398.38,400.22,401.59,399.62,397.61,396.27,394.13,394.12,396.36,397.6,398.11,399.49,400.96,401.47,402.16,401.61,399.34,397.88,397.08,397.3,398.63,400.55,402.3,402.88,403.9,405.54,406.97,406.46,403.43,400.43,399.23,401.28,404.51,405.16,404.62,405.72,407.29,408.6,409.03,408.17,405.85,403.37,402.4,402.52,403.56,405.49
 Mace Head,-9.9,53.33,mhd653n0.dat,372.79,372.8,373.47,374.6,374.0,371.68,366.6,361.07,361.51,366.83,371.67,373.59,373.97,375.45,376.86,376.21,374.79,372.24,366.75,361.88,362.97,368.15,373.76,378.79,377.54,375.82,377.44,377.94,376.99,374.65,368.25,363.24,365.49,370.15,374.88,380.54,380.02,378.36,380.0,380.89,379.92,376.62,371.83,368.62,369.5,373.41,376.62,378.76,380.12,381.64,382.3,382.23,381.19,378.59,374.38,369.6,369.94,373.86,377.66,380.4,381.28,381.14,382.93,384.74,383.71,380.53,376.63,373.21,373.26,376.86,380.39,383.09,385.93,386.37,386.02,386.71,387.02,384.1,378.35,373.44,374.07,379.08,383.2,385.61,386.8,387.15,387.91,388.25,387.46,384.91,378.87,374.08,375.23,380.45,384.45,387.13,389.5,390.24,390.73,391.4,390.99,387.38,381.63,377.8,377.69,382.05,386.19,388.85,390.22,390.7,391.76,392.55,391.79,388.67,383.06,378.16,379.45,384.5,388.35,389.87,391.06,392.31,393.62,393.87,392.13,389.57,385.38,380.88,382.57,387.29,391.31,393.4,394.2,395.77,396.7,396.27,395.92,393.59,387.77,382.39,383.36,389.11,393.96,396.04,396.03,396.07,397.86,398.9,397.36,394.25,388.42,384.35,386.15,391.24,395.28,397.81,398.72,399.0,400.8,402.07,401.27,398.94,392.92,387.54,389.06,394.27,397.74,400.32,402.06,402.36,403.1,404.04,403.21,399.55,393.38,389.17,390.01,395.47,400.08,402.27,404.0,405.12,405.21,405.2,404.63,401.45,395.96,391.75,393.06,397.33,401.3,405.07,407.03,407.29,408.18,408.71,406.98,403.18,398.4,394.17,397.19,403.55,405.55,407.49,409.89,410.37,411.18,410.83,409.93,408.34,401.95,396.48,397.5,403.35,407.82,409.53
 Sand Island,-177.37,28.22,mid528n0.dat,370.35,370.31,370.97,372.27,372.36,370.98,368.84,366.99,365.82,366.94,369.06,370.58,372.35,373.08,373.34,374.75,374.81,372.59,370.29,368.36,366.87,368.5,371.32,372.31,373.24,373.77,374.51,375.99,376.4,375.23,372.76,369.06,368.18,371.15,373.84,375.16,376.78,377.69,377.77,378.66,379.62,378.11,375.67,372.36,370.85,373.26,376.14,377.94,379.59,380.45,380.51,381.41,381.57,379.49,376.82,374.44,372.81,374.21,377.2,378.92,380.73,382.31,382.94,383.53,383.84,382.09,379.28,376.59,375.1,377.31,379.49,381.0,383.46,384.35,384.69,385.81,385.66,383.98,381.68,378.38,376.79,379.7,381.93,383.79,385.89,385.81,385.94,387.06,386.78,384.59,381.85,379.35,378.69,380.75,383.61,385.37,386.95,388.35,388.96,389.74,389.82,387.73,384.89,381.96,380.75,382.56,385.61,387.84,389.25,389.45,389.52,390.87,391.44,388.96,385.76,382.34,380.88,384.7,388.56,389.54,391.43,392.77,393.45,395.14,395.3,392.75,388.82,385.81,385.41,387.82,390.09,392.18,393.82,394.26,394.91,395.68,395.67,394.03,390.36,386.13,385.28,389.13,391.7,392.78,395.41,397.46,397.4,396.97,396.9,395.38,392.77,389.66,389.09,391.83,393.85,395.67,397.54,397.79,398.8,400.76,400.63,398.38,395.64,392.53,391.14,393.74,396.76,398.3,400.49,401.68,401.68,402.12,402.45,400.88,398.45,395.23,393.26,395.6,399.1,401.02,402.48,403.39,404.2,404.85,404.73,402.97,399.48,396.31,395.62,398.32,401.87,403.93,405.46,407.23,408.35,408.46,407.65,405.85,402.33,398.93,398.89,401.83,404.9,406.73,407.54,408.97,410.03,410.61,410.45,408.23,405.93,403.05,401.43,403.63,406.29,409.69
 Mt. Kenya,37.3,-0.07,mkn100s0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,373.33,376.03,378.95,376.84,373.83,374.09,373.07,373.27,374.47,374.35,373.96,NaN,NaN,NaN,378.01,379.29,377.81,376.15,376.76,375.4,375.91,NaN,NaN,NaN,378.23,379.67,381.99,381.45,378.54,378.57,380.02,378.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,384.14,382.6,380.09,381.99,385.38,385.58,384.1,384.51,386.17,387.06,386.24,385.09,385.37,384.92,382.52,382.67,386.39,388.66,387.49,385.92,386.58,385.65,384.73,385.15,385.42,386.2,386.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Mauna Loa (HI),-155.58,19.53,mlo519n1.dat,369.27,369.6,370.59,371.8,371.59,371.7,369.91,368.23,367.01,367.03,368.37,369.69,370.59,371.52,372.42,373.35,373.85,373.17,371.54,369.49,368.19,368.45,369.79,371.23,372.5,373.2,374.07,375.02,375.76,375.54,374.09,371.85,370.73,370.55,372.24,373.79,374.88,375.63,376.44,377.73,378.59,378.24,376.68,374.55,373.14,373.14,374.76,375.93,376.99,377.88,378.9,380.36,380.62,379.77,377.42,376.24,374.31,374.48,376.17,377.5,378.46,379.75,380.82,382.29,382.45,382.23,380.71,378.78,376.68,376.82,378.38,380.09,381.42,382.21,382.68,384.68,385.03,384.05,382.45,380.38,378.82,379.12,380.13,381.78,382.9,383.87,384.54,386.5,386.56,386.14,384.57,382.05,380.92,381.13,382.45,383.98,385.52,385.8,386.05,387.17,388.54,387.88,385.64,384.11,383.19,382.93,384.2,385.53,386.93,387.49,388.82,389.54,390.14,389.5,388.03,386.13,384.73,384.44,386.02,387.38,388.71,390.19,391.18,392.46,393.0,392.17,390.21,388.36,386.84,387.24,388.65,389.79,391.33,391.86,392.58,393.23,394.19,393.7,392.52,390.19,389.04,389.0,390.29,391.84,393.12,393.87,394.39,396.19,396.74,395.73,394.38,392.36,391.11,391.05,393.0,394.34,395.57,396.8,397.44,398.38,399.78,398.65,397.26,395.2,393.47,393.7,395.16,396.83,397.85,398.0,399.75,401.36,401.77,401.26,399.2,397.01,395.34,396.0,397.25,398.93,399.98,400.28,401.57,403.31,403.95,402.8,401.27,398.89,397.63,398.3,400.18,401.86,402.58,404.15,404.87,407.47,407.73,406.84,404.34,402.29,401.05,401.59,403.56,404.47,406.13,406.45,407.26,409.06,409.68,408.89,407.1,405.09,403.39,403.62,405.05,406.81
 Minamitorishima,153.98,24.28,mnm224n0.dat,370.88,372.31,373.13,372.62,372.61,371.76,369.45,368.02,366.7,367.2,368.74,371.63,372.67,373.57,374.55,374.44,374.48,373.42,370.25,368.85,368.03,368.84,370.68,373.06,374.56,375.34,375.59,376.8,376.36,375.37,372.75,371.8,370.03,371.15,373.29,375.05,376.85,378.14,379.21,379.3,379.28,378.48,376.46,373.98,372.56,373.52,376.19,377.24,379.56,381.04,380.61,380.78,381.92,379.68,376.74,375.85,373.35,375.02,376.54,379.55,380.84,381.8,382.95,383.6,383.44,382.58,380.59,378.11,376.63,377.38,379.97,381.86,384.11,384.03,385.03,385.79,386.1,384.65,382.26,380.1,NaN,NaN,382.73,383.04,385.31,386.76,387.36,387.45,387.56,385.94,384.28,382.0,380.69,381.58,382.82,385.04,387.49,389.03,389.34,389.78,388.99,388.31,385.05,384.37,381.97,382.87,384.99,386.49,388.78,389.56,390.83,390.28,391.31,388.76,387.04,385.86,384.23,384.45,386.27,388.59,391.03,391.6,391.6,393.34,394.2,392.3,389.85,387.84,386.3,387.33,389.52,391.56,394.48,394.29,395.81,396.4,395.11,394.34,391.79,390.03,388.39,389.09,391.83,392.22,395.7,396.36,397.16,398.18,397.79,395.73,393.98,391.41,389.96,391.75,394.95,396.61,398.17,398.66,398.43,400.5,400.52,399.28,397.26,394.87,392.89,394.24,396.77,398.84,400.56,400.87,401.72,402.69,402.77,401.09,397.99,396.29,395.26,396.13,398.07,400.6,402.5,403.4,403.21,403.67,404.41,403.21,400.53,397.97,395.49,398.99,400.66,403.71,404.88,405.29,407.13,407.55,407.74,406.83,405.02,402.44,400.32,401.93,403.58,406.54,408.85,409.34,411.13,410.39,410.88,408.8,407.09,404.78,402.81,403.77,406.66,407.33
 Macquarie Island,158.93,-54.5,mqa554s0.dat,365.789,365.913,366.292,366.203,366.342,366.746,367.184,367.80300000000005,368.036,367.897,367.815,367.633,367.395,367.30800000000005,367.481,367.655,367.839,368.43300000000005,368.971,369.212,369.514,369.7480000000001,369.636,369.36800000000005,369.173,369.392,369.526,369.611,370.273,370.912,371.17800000000005,371.544,371.883,371.881,371.761,371.579,371.555,371.682,371.5,371.508,372.095,372.577,372.94,373.519,373.924,373.859,373.655,373.454,373.204,373.293,373.548,373.907,374.547,374.777,374.892,375.359,375.61800000000005,375.614,375.593,375.309,374.987,375.176,375.448,375.547,375.866,376.716,377.376,377.518,377.584,377.468,377.633,377.875,377.579,377.503,377.849,377.901,377.723,378.284,379.031,379.34,379.446,379.544,379.792,379.525,379.05,379.095,379.369,379.856,380.281,380.329,380.672,381.249,381.391,381.536,381.537,381.283,381.286,381.559,NaN,NaN,NaN,NaN,382.631,382.809,383.11,383.174,383.294,383.064,382.843,383.017,383.132,383.321,383.44,383.626,384.23800000000006,384.844,385.009,384.986,384.98,384.691,384.576,384.931,385.014,384.984,385.357,385.874,386.402,386.963,387.263,387.289,387.228,386.944,386.653,386.744,386.817,NaN,NaN,NaN,NaN,388.596,388.783,388.979,389.175,388.74,388.34,388.218,388.223,388.672,388.841,389.44,390.3730000000001,390.444,390.594,391.023,391.115,391.121,391.037,390.742,390.87,391.483,391.99,392.5630000000001,393.27,393.774,393.951,393.995,393.817,393.452,393.457,393.577,393.664,393.955,394.206,394.331,394.955,395.788,395.776,395.652,395.741,395.396,395.23800000000006,395.39,395.55800000000005,396.141,396.596,396.917,397.825,398.833,398.729,398.296,398.345,398.41,398.51,398.576,398.73,399.06,399.821,400.642,400.98800000000006,401.377,401.716,401.74300000000005,401.453,401.209,401.031,400.659,400.229,400.299,401.095,401.982,402.486,402.904,403.30300000000005,403.45,403.42800000000005,403.24300000000005
 Natal,-35.2,-6.0,nat306s0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388.91,389.59,389.81,389.6,389.18,388.96,389.18,388.96,389.48,390.35,390.36,391.13,391.09,390.56,390.64,390.67,390.88,390.73,390.94,392.76,393.61,393.46,393.46,393.02,393.17,393.41,393.68,394.18,393.78,393.29,393.98,395.01,395.01,394.52,394.8,395.31,395.43,395.73,395.96,396.25,396.69,396.48,395.94,395.66,396.36,397.86,397.73,397.52,397.63,397.63,398.26,398.44,397.7,397.19,398.03,399.45,400.29,399.86,399.33,NaN,NaN,NaN,NaN,401.21,401.19,401.52,401.91,401.22,401.32,402.75,403.35,403.13,403.16,403.42,403.74,404.18,403.87,403.4,403.33,403.38,403.91,404.15,404.05,404.33,404.43,404.72,405.5,405.27
